Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
Glossier,Solution,Exfoliant,68.34539311002472,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,20.706254207308547,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,49.89527064408171,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,Hydrating Cleanser,Cleanser,54.03593393548234,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
La Roche-Posay,Effaclar Duo,Treatment,75.08572993925202,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,51.65700677108213,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Lightweight and great for daily use. - Ananya, Chandigarh"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,14.381522235574858,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Feels sticky after applying, but hydrates well. - Arjun, Goa"
CeraVe,Moisturizing Cream,Moisturizer,73.0231511904248,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,94.57433952422426,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
La Roche-Posay,Cicaplast Baume B5,Treatment,12.60954003453881,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Himalaya,AHA 30% + BHA 2% Peeling Solution,Treatment,41.68161189025774,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Oil-Free Moisturizer,Moisturizer,90.63103770090363,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,12.766368774338314,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","A bit expensive, but worth the money. - Sneha, Kolkata"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,39.4224740409236,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","A bit expensive, but worth the money. - Sneha, Kolkata"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,79.45122708093479,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Glossier,Solution,Exfoliant,31.318109571676203,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Caused a breakout, didn't work for me. - Simran, Pune"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,71.9002719737752,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,87.57368552596351,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Caused a breakout, didn't work for me. - Simran, Pune"
CeraVe,Hydrating Cleanser,Cleanser,49.18111615147107,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Effaclar Duo,Treatment,12.728786220356604,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,80.43180778422875,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","A bit expensive, but worth the money. - Sneha, Kolkata"
Kama Ayurveda,Hydro Boost Gel Cream,Moisturizer,43.85336673821492,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","A bit expensive, but worth the money. - Sneha, Kolkata"
Mamaearth,Moisturizing Cream,Moisturizer,86.88196485450936,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Affordable and effective! Would recommend. - Kunal, Jaipur"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,60.90279325532059,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Cicaplast Baume B5,Treatment,35.41687478946548,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,72.97438087233321,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
Neutrogena,Oil-Free Moisturizer,Moisturizer,58.93140937483178,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,99.77679813097754,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,62.13626635171797,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,57.972186582869696,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Glossier,Solution,Exfoliant,15.51403524692273,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Lightweight and great for daily use. - Ananya, Chandigarh"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,74.6780513002735,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,5.231700946707336,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Caused a breakout, didn't work for me. - Simran, Pune"
CeraVe,Hydrating Cleanser,Cleanser,54.00412970302836,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Forest Essentials,Effaclar Duo,Treatment,63.177363218706745,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,95.3270881521404,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Lotus Herbals,Hydro Boost Gel Cream,Moisturizer,47.05747425030937,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Moisturizing Cream,Moisturizer,57.22410611855032,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,10.96559950834427,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Biotique,Cicaplast Baume B5,Treatment,84.90983639104,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
Kama Ayurveda,AHA 30% + BHA 2% Peeling Solution,Treatment,49.97311457834552,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Lotus Herbals,Oil-Free Moisturizer,Moisturizer,94.48472017676572,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,78.72639043161578,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,54.11940277418283,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Lotus Herbals,Protini Polypeptide Cream,Moisturizer,31.16363492135161,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Glossier,Solution,Exfoliant,46.26595801547082,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Caused a breakout, didn't work for me. - Simran, Pune"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,60.72669664393732,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,40.076539900524345,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
CeraVe,Hydrating Cleanser,Cleanser,14.494482527531003,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Kama Ayurveda,Effaclar Duo,Treatment,66.02372936777579,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,77.93714411625027,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Forest Essentials,Hydro Boost Gel Cream,Moisturizer,86.00374019993701,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Mamaearth,Moisturizing Cream,Moisturizer,88.54438878231515,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Absorbs well but didn't see significant results. - Priya, Bangalore"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,6.685653707824528,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
La Roche-Posay,Cicaplast Baume B5,Treatment,55.10462859830808,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,11.763062103307876,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Oil-Free Moisturizer,Moisturizer,8.138021098897658,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Salicylic Acid Cleanser,Cleanser,6.145119432512924,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Affordable and effective! Would recommend. - Kunal, Jaipur"
Lotus Herbals,Good Genes Lactic Acid Treatment,Treatment,66.03095754212126,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,21.871280146529923,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
Lotus Herbals,Solution,Exfoliant,16.166155856133297,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","A bit expensive, but worth the money. - Sneha, Kolkata"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,11.12234444921414,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,31.270333689883312,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Feels sticky after applying, but hydrates well. - Arjun, Goa"
CeraVe,Hydrating Cleanser,Cleanser,48.518055496465024,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Mamaearth,Effaclar Duo,Treatment,32.210595338943264,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,87.32479806105778,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Lotus Herbals,Hydro Boost Gel Cream,Moisturizer,63.22407185296802,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Moisturizing Cream,Moisturizer,21.535538712896408,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,54.80639855058356,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
La Roche-Posay,Cicaplast Baume B5,Treatment,76.49068984462426,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,61.656657457102455,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
Neutrogena,Oil-Free Moisturizer,Moisturizer,68.71808858087608,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,79.41487116025287,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,24.48399655043734,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Affordable and effective! Would recommend. - Kunal, Jaipur"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,73.0256189978878,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Glossier,Solution,Exfoliant,57.22242346046182,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Caused a breakout, didn't work for me. - Simran, Pune"
Mamaearth,Superfood Antioxidant Cleanser,Cleanser,54.40586724264509,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Himalaya,Niacinamide 10% + Zinc 1%,Serum,71.10660066756586,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Affordable and effective! Would recommend. - Kunal, Jaipur"
CeraVe,Hydrating Cleanser,Cleanser,75.71754780855483,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Mamaearth,Effaclar Duo,Treatment,31.983566310525795,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
Mamaearth,Hyaluronic Acid 2% + B5,Serum,85.36854893628102,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Caused a breakout, didn't work for me. - Simran, Pune"
Forest Essentials,Hydro Boost Gel Cream,Moisturizer,5.867366696547605,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Moisturizing Cream,Moisturizer,31.66400812853928,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Lightweight and great for daily use. - Ananya, Chandigarh"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,69.45491393057345,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
Himalaya,Cicaplast Baume B5,Treatment,7.484787632199337,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,10.66142905417572,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
Neutrogena,Oil-Free Moisturizer,Moisturizer,74.47572755919727,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,30.71948731987259,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Good Genes Lactic Acid Treatment,Treatment,62.90944659219071,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Affordable and effective! Would recommend. - Kunal, Jaipur"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,9.972936096260732,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Solution,Exfoliant,26.33582480190832,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","A bit expensive, but worth the money. - Sneha, Kolkata"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,21.11141106543038,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Lightweight and great for daily use. - Ananya, Chandigarh"
Lotus Herbals,Niacinamide 10% + Zinc 1%,Serum,15.880511960687548,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
CeraVe,Hydrating Cleanser,Cleanser,12.657434082527772,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
Lotus Herbals,Effaclar Duo,Treatment,34.326874491465645,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,87.4977422615494,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Affordable and effective! Would recommend. - Kunal, Jaipur"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,27.95629979528825,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Biotique,Moisturizing Cream,Moisturizer,60.411571741558106,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Mamaearth,BHA Liquid Exfoliant,Exfoliant,22.910728523885528,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,Cicaplast Baume B5,Treatment,88.94311923801969,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,72.04415561703614,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Forest Essentials,Oil-Free Moisturizer,Moisturizer,20.94100193757429,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,41.51515943483445,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,67.70526488911165,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,24.90735958371585,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
Glossier,Solution,Exfoliant,58.31247324928978,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Caused a breakout, didn't work for me. - Simran, Pune"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,98.10226695333806,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,77.472957660953,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
CeraVe,Hydrating Cleanser,Cleanser,69.872669045567,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","A bit expensive, but worth the money. - Sneha, Kolkata"
La Roche-Posay,Effaclar Duo,Treatment,79.8557061236234,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Absorbs well but didn't see significant results. - Priya, Bangalore"
Biotique,Hyaluronic Acid 2% + B5,Serum,36.273553923611225,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,21.57552115308188,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Caused a breakout, didn't work for me. - Simran, Pune"
Himalaya,Moisturizing Cream,Moisturizer,72.94981725937645,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,46.42947682727306,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","A bit expensive, but worth the money. - Sneha, Kolkata"
Biotique,Cicaplast Baume B5,Treatment,12.445289368654258,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Affordable and effective! Would recommend. - Kunal, Jaipur"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,33.37584874623073,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Lightweight and great for daily use. - Ananya, Chandigarh"
Forest Essentials,Oil-Free Moisturizer,Moisturizer,21.47281404347991,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Inkey List,Salicylic Acid Cleanser,Cleanser,84.34341886359152,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,71.6740167063472,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Caused a breakout, didn't work for me. - Simran, Pune"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,96.98540460200935,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Glossier,Solution,Exfoliant,46.90762204669124,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Lightweight and great for daily use. - Ananya, Chandigarh"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,46.61515155831983,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Caused a breakout, didn't work for me. - Simran, Pune"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,7.409952865582337,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Lotus Herbals,Hydrating Cleanser,Cleanser,27.61440962632772,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Effaclar Duo,Treatment,22.31423006697048,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Mamaearth,Hyaluronic Acid 2% + B5,Serum,21.024551441879105,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Lightweight and great for daily use. - Ananya, Chandigarh"
Mamaearth,Hydro Boost Gel Cream,Moisturizer,19.83171172903117,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
